"acc","assay_type","bioproject","biosample_link","cANI","collection_date_sam","containment","geo_loc_name_country_calc","lat_lon","organism"
"SRR11351779","WGS","PRJNA593850","https://www.ncbi.nlm.nih.gov/biosample/SAMN14384171","0.99","NP","0.88","Canada","[45.4215,-75.6972]","Salmonella enterica subsp. enterica serovar Typhimurium"
"SRR15095729","WGS","PRJNA745329","https://www.ncbi.nlm.nih.gov/biosample/SAMN20163515","0.99","2019-09-01","0.77","USA","[33.47,-117.53]","synthetic metagenome"
"ERR10789476","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417475","0.91","NP","0.12","NP","NP","unidentified"
"ERR8314772","WGS","PRJEB50613","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12814002","0.94","2016-01-01","0.25","Denmark","NP","pig gut metagenome"
"SRR6037104","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628401","0.99","NP","0.78","USA","[33.95,-83.38]","food metagenome"
"ERR576942","WGS","PRJEB6941","https://www.ncbi.nlm.nih.gov/biosample/SAMEA2690946","0.98","NP","0.63","NP","NP","synthetic metagenome"
"SRR4426306","WGS","PRJNA347599","https://www.ncbi.nlm.nih.gov/biosample/SAMN05893364","0.9","2015-07-30","0.12","China","""not applicable""","chicken gut metagenome"
"SRR17045446","WGS","PRJNA783360","https://www.ncbi.nlm.nih.gov/biosample/SAMN23429216","0.9","2019-01-15","0.11","China","[27.17,106.59]","silage metagenome"
"SRR14610610","WGS","PRJNA731589","https://www.ncbi.nlm.nih.gov/biosample/SAMN19291050","0.9","NP","0.11","China","[31.19,121.45]","human gut metagenome"
"SRR10692768","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13247017","0.9","2019-04-21","0.1","China","[25.27,102.41]","human gut metagenome"
"SRR18653126","WGS","PRJNA823908","https://www.ncbi.nlm.nih.gov/biosample/SAMN27365863","1","2016-03-10","0.96","China","[35.983,120.425]","seawater metagenome"
"SRR21020893","WGS","PRJNA868779","https://www.ncbi.nlm.nih.gov/biosample/SAMN30273733","0.9","2018-02-19","0.11","United Kingdom","[57.18,-2.21]","soil metagenome"
"ERR4682447","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428354","0.92","2018-01-11","0.16","USA","NP","wastewater metagenome"
"ERR4097232","WGS","PRJEB38036","https://www.ncbi.nlm.nih.gov/biosample/SAMEA6804927","0.99","NP","0.78","Denmark","NP","human gut metagenome"
"SRR20340827","WGS","PRJNA855455","https://www.ncbi.nlm.nih.gov/biosample/SAMN29492182","0.99","NP","0.77","NP","NP","metagenome"
"ERR4682820","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428462","0.91","2018-07-02","0.14","Portugal","NP","wastewater metagenome"
"SRR11088412","WGS","PRJNA524094","https://www.ncbi.nlm.nih.gov/biosample/SAMN14069928","0.9","2018-02-06","0.12","Germany","[51.549723,9.941877]","wastewater metagenome"
"SRR11412864","WGS","PRJNA613947","https://www.ncbi.nlm.nih.gov/biosample/SAMN14445623","0.9","NP","0.12","China","[31.8,121.66]","gut metagenome"
"ERR2241968","WGS","PRJEB22062","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104467471","1","NP","0.99","Bulgaria","NP","metagenome"
"SRR25240085","OTHER","PRJNA993297","https://www.ncbi.nlm.nih.gov/biosample/SAMN36398032","0.9","2020-08-01","0.1","China","[31.16,121.28]","metagenome"
"ERR4678623","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426323","0.91","2018-12-27","0.15","China","NP","wastewater metagenome"
"SRR15520782","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850456","0.9","2018-03-11","0.11","USA","[39.2904,-76.6122]","metagenome"
"SRR124268","WGS","PRJNA39805","https://www.ncbi.nlm.nih.gov/biosample/SAMN00217433","0.9","NP","0.11","NP","NP","ant fungus garden metagenome"
"SRR5891573","WGS","PRJNA394028","https://www.ncbi.nlm.nih.gov/biosample/SAMN07345427","0.91","2013-09-01","0.14","China","[38.21856111,81.12028611]","glacier metagenome"
"SRR8870488","WGS","PRJNA531627","https://www.ncbi.nlm.nih.gov/biosample/SAMN11371818","0.91","2013-11-06","0.13","India","[28.627552,77.253977]","freshwater metagenome"
"ERR11172904","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821795","0.92","NP","0.17","NP","NP","unidentified"
"ERR11172775","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821193","0.91","NP","0.13","NP","NP","unidentified"
"SRR19902446","WGS","PRJNA821237","https://www.ncbi.nlm.nih.gov/biosample/SAMN29421659","0.9","NP","0.1","uncalculated","""not applicable""","metagenome"
"SRR21898672","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253653","0.97","NP","0.54","USA","[40.4308,-79.9598]","human gut metagenome"
"SRR24951341","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711816","0.94","2022-11-30","0.25","Switzerland","[47.4939143,7.5216874]","Salmonella enterica"
"SRR12159528","WGS","PRJNA643353","https://www.ncbi.nlm.nih.gov/biosample/SAMN15422862","0.91","NP","0.14","China","[31.23,121.47]","human gut metagenome"
"SRR17233270","WGS","PRJNA786578","https://www.ncbi.nlm.nih.gov/biosample/SAMN23704982","0.99","NP","0.78","Canada","[49.89,-97.13]","human gut metagenome"
"ERR2683260","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777517","0.91","2017-06-12","0.12","Malta","NP","wastewater metagenome"
"ERR7757507","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476506","0.91","2020-05-12","0.13","Saudi Arabia","NP","wastewater metagenome"
"ERR3211584","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414229","0.92","2016-10-03","0.16","Denmark","NP","wastewater metagenome"
"ERR4682345","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428252","0.9","2017-11-21","0.12","Belgium","NP","wastewater metagenome"
"SRR14509768","WGS","PRJNA728908","https://www.ncbi.nlm.nih.gov/biosample/SAMN19107472","0.91","2014-07-01","0.12","China","[30.53,121.48]","metagenome"
"ERR3503299","WGS","PRJEB13833","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5927906","0.94","2014-06-23","0.25","Kenya","NP","metagenome"
"SRR24956204","WGS","PRJNA984925","https://www.ncbi.nlm.nih.gov/biosample/SAMN35783728","0.99","NP","0.75","USA","""not applicable""","bovine metagenome"
"ERR10789511","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417514","0.9","NP","0.12","NP","NP","unidentified"
"ERR4678565","WGS","PRJEB40798","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7426265","0.9","2018-11-08","0.12","France","NP","wastewater metagenome"
"ERR11042322","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818210","0.91","NP","0.15","NP","NP","unidentified"
"ERR1950666","WGS","PRJEB20456","https://www.ncbi.nlm.nih.gov/biosample/SAMEA104032358","0.9","NP","0.11","NP","NP","metagenome"
"ERR8977417","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189746","0.9","2018-05-11","0.1","China","NP","wastewater metagenome"
"SRR12711153","WGS","PRJNA656389","https://www.ncbi.nlm.nih.gov/biosample/SAMN15871219","0.91","NP","0.14","China","""not applicable""","gut metagenome"
"SRR12072190","WGS","PRJNA622629","https://www.ncbi.nlm.nih.gov/biosample/SAMN15339581","0.91","NP","0.14","China","[22.533859,113.400248]","food fermentation metagenome"
"SRR6231168","WGS","PRJNA415974","https://www.ncbi.nlm.nih.gov/biosample/SAMN07839291","0.9","2016-04-26","0.11","USA","[35.152911,-80.85299]","wastewater metagenome"
"ERR3386158","WGS","PRJEB31019","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5282676","0.98","NP","0.7","NP","NP","synthetic metagenome"
"SRR8887134","WGS","PRJNA532538","https://www.ncbi.nlm.nih.gov/biosample/SAMN11403405","0.9","2017-06-13","0.12","China","[28.12,112.59]","human gut metagenome"
"SRR8288628","WGS","PRJNA507824","https://www.ncbi.nlm.nih.gov/biosample/SAMN10508882","0.92","NP","0.18","USA","NP","blood metagenome"
"SRR6343397","WGS","PRJNA417775","https://www.ncbi.nlm.nih.gov/biosample/SAMN08031251","0.99","NP","0.83","USA","[46.72,-94.68]","Salmonella enterica subsp. enterica serovar Heidelberg"
"SRR14555687","WGS","PRJNA730191","https://www.ncbi.nlm.nih.gov/biosample/SAMN19222442","0.94","2019-07-27","0.29","China","[45.683333,126.633333]","soil metagenome"
"ERR11042179","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821137","0.91","NP","0.15","NP","NP","unidentified"
"ERR7757517","WGS","PRJEB49260","https://www.ncbi.nlm.nih.gov/biosample/SAMEA11476516","0.91","2020-06-04","0.14","Saudi Arabia","NP","wastewater metagenome"
"ERR2855859","WGS","PRJEB29127","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4968230","0.9","NP","0.12","uncalculated","NP","feces metagenome"
"SRR6037112","WGS","PRJNA404022","https://www.ncbi.nlm.nih.gov/biosample/SAMN07628407","0.98","NP","0.71","USA","[33.95,-83.38]","food metagenome"
"SRR11704908","WGS","PRJNA630248","https://www.ncbi.nlm.nih.gov/biosample/SAMN14829236","0.96","NP","0.4","China","[37.2,111.53]","food fermentation metagenome"
"SRR10359455","WGS","PRJNA580086","https://www.ncbi.nlm.nih.gov/biosample/SAMN13151389","0.9","2019-01-02","0.11","China","[31.2304,121.4737]","human metagenome"
"SRR16477280","WGS","PRJNA772552","https://www.ncbi.nlm.nih.gov/biosample/SAMN22377020","0.9","2020-05-20","0.12","China","""not collected""","soil metagenome"
"SRR18474643","OTHER","PRJNA818367","https://www.ncbi.nlm.nih.gov/biosample/SAMN26857318","0.9","2019-04-10","0.1","China","[31.35,104.23]","gut metagenome"
"SRR14099296","POOLCLONE","PRJNA680829","https://www.ncbi.nlm.nih.gov/biosample/SAMN16925175","0.92","NP","0.16","uncalculated","""missing""","human gut metagenome"
"SRR24951318","WGS","PRJNA982679","https://www.ncbi.nlm.nih.gov/biosample/SAMN35711786","0.96","2022-07-20","0.42","Switzerland","[47.4939143,7.5216874]","Salmonella enterica"
"ERR3211600","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414245","1","2016-10-03","0.9","Denmark","NP","wastewater metagenome"
"ERR3211627","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414272","0.96","2016-08-15","0.43","Denmark","NP","wastewater metagenome"
"ERR5418047","WGS","PRJEB43265","https://www.ncbi.nlm.nih.gov/biosample/SAMEA8203668","0.91","NP","0.15","NP","NP","Gorilla gorilla gorilla"
"SRR11665921","WGS","PRJNA629859","https://www.ncbi.nlm.nih.gov/biosample/SAMN14792897","0.98","2018-09-20","0.72","China","[30.29,120.08]","Leptopilina boulardi"
"SRR11650113","WGS","PRJNA272922","https://www.ncbi.nlm.nih.gov/biosample/SAMN14771275","0.9","2018-11-12","0.11","Malaysia","[3.423411,101.176257]","plant metagenome"
"SRR10692245","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246557","0.91","2018-01-16","0.13","China","[23.33,103.36]","human gut metagenome"
"SRR15520698","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850526","0.91","2018-03-12","0.13","USA","[39.2904,-76.6122]","metagenome"
"SRR15166592","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20253054","0.99","NP","0.77","USA","""not applicable""","metagenome"
"ERR11010925","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12820936","0.91","NP","0.14","NP","NP","unidentified"
"SRR18210345","WGS","PRJNA779570","https://www.ncbi.nlm.nih.gov/biosample/SAMN26377324","0.98","2022-01-25","0.59","China","""not collected""","synthetic metagenome"
"ERR4682842","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428484","0.9","2018-07-09","0.12","Canada","NP","wastewater metagenome"
"SRR11649985","WGS","PRJNA624763","https://www.ncbi.nlm.nih.gov/biosample/SAMN14582935","0.9","NP","0.11","China","[30.87,103.59]","metagenome"
"SRR16287783","WGS","PRJNA769040","https://www.ncbi.nlm.nih.gov/biosample/SAMN22081181","0.91","NP","0.14","uncalculated","""not applicable""","fermentation metagenome"
"SRR10394892","WGS","PRJNA587584","https://www.ncbi.nlm.nih.gov/biosample/SAMN13195585","1","2018-07-01","0.98","uncalculated","""not collected""","synthetic metagenome"
"SRR22256705","WGS","PRJNA794347","https://www.ncbi.nlm.nih.gov/biosample/SAMN31582615","0.92","2020-10-31","0.16","USA","[39.012613,-77.030727]","freshwater metagenome"
"SRR15520753","WGS","PRJNA755324","https://www.ncbi.nlm.nih.gov/biosample/SAMN20850562","0.9","2018-03-16","0.1","USA","[39.2904,-76.6122]","metagenome"
"SRR24079978","WGS","PRJNA952520","https://www.ncbi.nlm.nih.gov/biosample/SAMN34080644","0.99","2017-08-01","0.77","Mexico","[19.8301,-90.5349]","metagenome"
"ERR9708137","WGS","PRJEB47909","https://www.ncbi.nlm.nih.gov/biosample/SAMEA14367104","0.91","NP","0.14","NP","NP","human gut metagenome"
"SRR11487946","WGS","PRJNA622674","https://www.ncbi.nlm.nih.gov/biosample/SAMN14524759","0.99","2018-03-25","0.76","United Kingdom","[51.6884,-0.2409]","synthetic metagenome"
"SRR18474610","OTHER","PRJNA818367","https://www.ncbi.nlm.nih.gov/biosample/SAMN26857321","0.91","2019-04-10","0.14","China","[31.35,104.28]","gut metagenome"
"SRR8925773","WGS","PRJNA681092","https://www.ncbi.nlm.nih.gov/biosample/SAMN11458240","0.9","2017-11-15","0.12","China","[37.75,120.71]","bioreactor metagenome"
"ERR3211734","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414379","1","2016-10-03","0.94","Denmark","NP","wastewater metagenome"
"ERR3211976","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414621","0.9","2016-04-11","0.12","Denmark","NP","pig gut metagenome"
"ERR4682339","WGS","PRJEB40815","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428246","0.9","2017-11-21","0.11","Nicaragua","NP","wastewater metagenome"
"SRR11267060","WGS","PRJNA599289","https://www.ncbi.nlm.nih.gov/biosample/SAMN13742516","0.91","2019-06-18","0.15","China","[39.55,116.23]","insect gut metagenome"
"SRR9030456","WGS","PRJNA482680","https://www.ncbi.nlm.nih.gov/biosample/SAMN09711023","0.9","2014-07-21","0.12","Canada","[50.0405,-110.6764]","wastewater metagenome"
"ERR3363689","OTHER","PRJEB32887","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5700173","0.9","2018-01-01","0.12","United Kingdom","NP","human metagenome"
"SRR10692421","OTHER","PRJNA588513","https://www.ncbi.nlm.nih.gov/biosample/SAMN13246497","0.9","2017-11-17","0.1","China","[25.02,102.41]","human gut metagenome"
"SRR17790898","WGS","PRJNA801051","https://www.ncbi.nlm.nih.gov/biosample/SAMN25290062","0.91","NP","0.14","China","""not collected""","human gut metagenome"
"SRR9030454","WGS","PRJNA482680","https://www.ncbi.nlm.nih.gov/biosample/SAMN09711025","0.9","2014-11-26","0.12","Canada","[50.0405,-110.6764]","wastewater metagenome"
"SRR15166501","WGS","PRJNA747032","https://www.ncbi.nlm.nih.gov/biosample/SAMN20253031","0.96","NP","0.41","USA","""not applicable""","metagenome"
"ERR11042336","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818288","0.91","NP","0.14","NP","NP","unidentified"
"SRR19443893","WGS","PRJNA841427","https://www.ncbi.nlm.nih.gov/biosample/SAMN28593736","0.99","NP","0.77","Taiwan","[23.58,120.58]","synthetic metagenome"
"SRR10763710","WGS","PRJNA597058","https://www.ncbi.nlm.nih.gov/biosample/SAMN13676210","0.91","2017-07-03","0.13","USA","[35.67,-78.498]","plant metagenome"
"SRR11088463","WGS","PRJNA524094","https://www.ncbi.nlm.nih.gov/biosample/SAMN14069881","0.9","2017-06-27","0.12","Germany","[54.114384,13.431106]","wastewater metagenome"
"ERR11172786","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821204","0.91","NP","0.15","NP","NP","unidentified"
"SRR22022336","OTHER","PRJNA849983","https://www.ncbi.nlm.nih.gov/biosample/SAMN29160350","0.9","2019-06-24","0.11","United Kingdom","[52.6237924,1.2243845]","food metagenome"
"SRR2237766","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02334247","0.92","NP","0.18","NP","NP","gut metagenome"
"ERR4682805","WGS","PRJEB40816","https://www.ncbi.nlm.nih.gov/biosample/SAMEA7428447","0.9","2018-06-20","0.11","Tanzania","NP","wastewater metagenome"
"SRR13128012","WGA","PRJNA680590","https://www.ncbi.nlm.nih.gov/biosample/SAMN16885726","0.96","NP","0.39","uncalculated","""NA""","synthetic metagenome"
"SRR11435973","WGA","PRJNA615915","https://www.ncbi.nlm.nih.gov/biosample/SAMN14475186","0.99","NP","0.87","USA","[33.2,-84.28]","metagenome"
"SRR17032177","WGS","PRJNA782606","https://www.ncbi.nlm.nih.gov/biosample/SAMN23389900","0.9","NP","0.1","Bangladesh","""not applicable""","human gut metagenome"
"ERR7017777","WGS","PRJEB21259","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10256234","1","NP","0.96","NP","NP","metagenome"
"ERR8052777","WGS","PRJEB45799","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10741179","0.91","NP","0.13","NP","NP","human gut metagenome"
"ERR2683165","WGS","PRJEB27621","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4777422","0.9","2017-06-13","0.1","Burkina Faso","NP","wastewater metagenome"
"SRR5963418","WGS","PRJNA396794","https://www.ncbi.nlm.nih.gov/biosample/SAMN07501325","0.9","NP","0.1","USA","[40.44,-79.99]","human gut metagenome"
"ERR3211866","WGS","PRJEB31650","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5414511","1","2016-04-11","0.98","Denmark","NP","pig gut metagenome"
"SRR25109808","WGS","PRJNA985875","https://www.ncbi.nlm.nih.gov/biosample/SAMN35813290","0.9","2022-12-01","0.1","China","""30 N 120 E""","human metagenome"
"SRR12390990","WGS","PRJNA655385","https://www.ncbi.nlm.nih.gov/biosample/SAMN15733934","0.92","2020-03-01","0.17","Australia","""not applicable""","wastewater metagenome"
"ERR3310210","WGS","PRJEB32444","https://www.ncbi.nlm.nih.gov/biosample/SAMEA5594446","0.98","NP","0.59","South Korea","NP","metagenome"
"ERR8977406","WGS","PRJEB51229","https://www.ncbi.nlm.nih.gov/biosample/SAMEA13189735","0.91","2018-04-01","0.14","Canada","NP","wastewater metagenome"
"SRR16214399","WGS","PRJNA768945","https://www.ncbi.nlm.nih.gov/biosample/SAMN22071920","0.99","2019-12-09","0.79","Canada","[49.95,-97.1]","synthetic metagenome"
"ERR11042567","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12818221","0.91","NP","0.14","NP","NP","unidentified"
"SRR2237708","WGS","PRJNA217052","https://www.ncbi.nlm.nih.gov/biosample/SAMN02334227","0.99","NP","0.76","NP","NP","gut metagenome"
"ERR11172872","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821711","0.91","NP","0.15","NP","NP","unidentified"
"SRR16477274","WGS","PRJNA772552","https://www.ncbi.nlm.nih.gov/biosample/SAMN22377010","0.91","2020-05-20","0.13","China","""not collected""","soil metagenome"
"ERR11042168","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA12821123","0.9","NP","0.11","NP","NP","unidentified"
"SRR8869671","WGS","PRJNA518231","https://www.ncbi.nlm.nih.gov/biosample/SAMN10864286","0.9","2017-11-01","0.11","USA","[37.8864,-122.2981]","phyllosphere metagenome"
"SRR7532933","WGS","PRJNA477424","https://www.ncbi.nlm.nih.gov/biosample/SAMN09641556","0.91","2017-06-16","0.14","China","""not applicable""","gut metagenome"
"SRR5630623","WGS","PRJNA327803","https://www.ncbi.nlm.nih.gov/biosample/SAMN05361757","0.91","2015-11-01","0.13","Hong Kong","[22.15,114.15]","wastewater metagenome"
"SRR1821190","WGS","PRJNA272371","https://www.ncbi.nlm.nih.gov/biosample/SAMN03281021","0.9","NP","0.11","NP","NP","human gut metagenome"
"ERR2597414","WGS","PRJEB26961","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4688928","0.93","2015-12-09","0.21","Denmark","NP","gut metagenome"
"SRR13557463","WGS","PRJNA693850","https://www.ncbi.nlm.nih.gov/biosample/SAMN17578113","0.9","2012-08-01","0.11","USA","[36.16,-86.78]","human gut metagenome"
"SRR13687509","WGS","PRJNA700881","https://www.ncbi.nlm.nih.gov/biosample/SAMN17841190","0.93","2014-05-01","0.2","Sweden","[57.25,16.45]","groundwater metagenome"
"SRR22328052","WGS","PRJNA828385","https://www.ncbi.nlm.nih.gov/biosample/SAMN31706387","0.9","2021-06-01","0.11","China","NP","pig gut metagenome"
"SRR21898781","WGS","PRJNA889771","https://www.ncbi.nlm.nih.gov/biosample/SAMN31253716","0.99","NP","0.77","USA","[40.4308,-79.9598]","synthetic metagenome"
"SRR20340709","WGS","PRJNA855455","https://www.ncbi.nlm.nih.gov/biosample/SAMN29492161","0.98","NP","0.65","NP","NP","metagenome"
"ERR1713355","WGS","PRJEB13831","https://www.ncbi.nlm.nih.gov/biosample/SAMEA4527623","0.9","2016-02-01","0.11","Ethiopia","NP","wastewater metagenome"
"ERR10789814","WGS","PRJEB40383","https://www.ncbi.nlm.nih.gov/biosample/SAMEA10417427","0.91","NP","0.13","NP","NP","unidentified"
